Tarih,ÜFE Genel_duzey,Madencilik ve Taşocakçılığı_duzey,İmalat_duzey,"Elektrik, Gaz, Buhar_duzey","Su Temini, Atık Yönetimi_duzey",Gıda Ürünleri_duzey,İçecekler_duzey,Tekstil_duzey,Giyim Eşyası_duzey,Deri_duzey,Kağıt_duzey,Kimyasallar_duzey,Ana Metaller_duzey,Makine ve Ekipmanlar_duzey,Mobilya_duzey,ÜFE Genel_aylik,Madencilik ve Taşocakçılığı_aylik,İmalat_aylik,"Elektrik, Gaz, Buhar_aylik","Su Temini, Atık Yönetimi_aylik",Gıda Ürünleri_aylik,İçecekler_aylik,Tekstil_aylik,Giyim Eşyası_aylik,Deri_aylik,Kağıt_aylik,Kimyasallar_aylik,Ana Metaller_aylik,Makine ve Ekipmanlar_aylik,Mobilya_aylik,ÜFE Genel_yillik,Madencilik ve Taşocakçılığı_yillik,İmalat_yillik,"Elektrik, Gaz, Buhar_yillik","Su Temini, Atık Yönetimi_yillik",Gıda Ürünleri_yillik,İçecekler_yillik,Tekstil_yillik,Giyim Eşyası_yillik,Deri_yillik,Kağıt_yillik,Kimyasallar_yillik,Ana Metaller_yillik,Makine ve Ekipmanlar_yillik,Mobilya_yillik
2014-12-01,235.84,335.0,231.85,235.98,211.93,269.14,240.56,213.69,173.77,202.0,204.79,216.16,296.54,205.49,243.89,-0.7616242373237991,-1.5458766825368842,-0.5191796104007551,-2.9208491031759154,0.17489128379655217,0.29812923902512445,0.10403229162332384,-0.7339620012077885,1.430072379173497,2.4029200040555754,0.4956325449013699,-1.2020659079482576,-0.8161081008763116,0.493935837245707,-0.1841695997380821,6.358798592946702,1.022285214559271,7.626961284931766,-3.5596060321222756,11.89545934530094,17.343913498430407,7.985814966108529,2.938484512741457,5.635258358662609,12.660345789180138,0.9414432176656051,6.377952755905514,2.315150260497556,6.5819502074688785,6.8100201453972
2015-01-01,236.61,330.75,232.28,238.22,235.89,274.26,242.35,214.43,175.78,202.7,206.01,216.72,296.99,204.48,250.83,0.32649253731342753,-1.2686567164179152,0.18546474013370062,0.94923298584626,11.30561978011606,1.9023556513338757,0.7440971067509183,0.3462960363142864,1.1567013868907017,0.34653465346534684,0.595732213486988,0.2590673575129543,0.15175018547244346,-0.49150810258408173,2.845545122801263,3.278044522042789,-3.798609697216482,4.395505617977524,-6.027613412228794,22.833784628202448,16.552632697292925,6.579005233299617,0.24777933613837622,5.068738792588157,11.53909646178397,-1.9840137025406879,1.0962354807109165,-2.7887794180223135,1.9341974077766722,7.196888755929742
2015-02-01,239.46,321.09,235.65,239.0,239.82,278.72,247.29,217.1,175.6,203.96,207.42,215.55,298.56,208.27,250.19,1.2045137568150066,-2.9206349206349236,1.4508351988978818,0.32742842750399515,1.6660307770571148,1.6261941223656429,2.0383742521147052,1.245161591195254,-0.10240072818296087,0.6216082881105089,0.6844327945245254,-0.5398671096345509,0.5286373278561518,1.8534820031298915,-0.2551528923972479,3.095535368321345,-7.793699566378553,3.9754677020826135,-2.8376290755345868,22.83972750089638,15.474168289348311,7.671877040971831,-0.5952380952381042,4.083931005868058,10.595380110617093,-2.861424624174591,-0.6178247037668783,-2.555566434935863,2.692174942063996,6.72268907563025
2015-03-01,241.97,336.12,237.96,240.22,241.08,279.23,246.08,220.92,171.32,206.41,207.42,221.34,303.13,209.43,249.96,1.0481917648041295,4.680930580211173,0.9802673456397182,0.5104602510460188,0.5253940455341555,0.1829793340987429,-0.48930405596666615,1.7595578074619977,-2.4373576309794975,1.2012159246911125,0.0,2.6861517049408423,1.5306806002143514,0.5569693186728841,-0.09193013309883868,3.414821779639299,-3.383253327201119,3.926278551775342,-0.6616491605326291,22.79325625222839,14.227858457762332,6.763850926287485,-0.004526320554032459,-0.5803156917362995,8.596832745830497,-3.160745132826004,1.6580168098103254,-1.45318595578674,2.4107579462102624,5.673459034412787
2015-04-01,245.42,339.14,241.46,243.22,242.95,283.85,245.24,224.01,173.15,209.14,209.45,222.96,307.36,212.08,257.2,1.425796586353667,0.8984886350112964,1.4708354345268182,1.2488552160519584,0.77567612410816,1.6545500125344725,-0.34135240572171766,1.398696360673557,1.0681765117908082,1.3226103386463794,0.9786905795005296,0.7319056654919942,1.3954408999439227,1.2653392541660757,2.8964634341494655,4.799726705952678,-1.9373120518158649,5.2617812459130775,1.2151477320016646,22.733013387219003,13.038110788100843,6.914290696660563,2.0453717201166066,1.482827335599568,5.392058052811932,-2.829969844583635,4.240497451961289,2.238632205701374,4.860321384425226,6.75742985223311
2015-05-01,248.15,342.06,245.16,236.59,245.53,289.26,246.42,228.52,175.49,212.96,208.09,227.42,310.68,215.87,257.34,1.112378779235601,0.8610013563720154,1.5323449018470825,-2.7259271441493316,1.0619469026548645,1.9059362339263641,0.48116131136843876,2.01330297754565,1.3514293964770552,1.8265276848044465,-0.6493196466937134,2.0003588087549318,1.0801665799063054,1.7870614862316003,0.05443234836701727,6.520432692307687,0.020468434749543185,7.094181373405561,2.128118794785472,22.318537338713696,14.562952988237154,6.610712122523155,4.820879776157061,3.705235787731942,7.484984606066725,-1.2434151203075339,6.955744720876633,4.793065065605284,7.972790476666836,5.971009718333042
2015-06-01,248.78,348.19,246.16,232.23,246.41,289.76,246.18,231.86,172.44,213.91,209.14,230.88,309.84,218.31,258.74,0.25387870239774735,1.7920832602467351,0.4078968836678021,-1.8428505008664886,0.3584083411395822,0.17285487105027642,-0.09739469198928319,1.4615788552424291,-1.737990768704778,0.44609316303529933,0.5045893603728979,1.5214141236478795,-0.2703746620316805,1.130309908741367,0.5440273568042331,6.7313055043116465,1.8933629872410096,7.390280080272227,0.9300708418444881,22.695812378628677,14.593055445701175,6.387208297320668,6.847926267281101,2.4781600998395437,9.043176836417398,1.5982511537527389,8.787636055223103,3.8720708035803852,8.52015708107572,6.49927968717845
2015-07-01,247.99,343.4,245.34,232.83,246.01,291.25,245.95,233.01,172.2,213.53,207.89,227.67,301.92,219.07,265.61,-0.3175496422542001,-1.3756856888480495,-0.33311667208320017,0.2583645523834166,-0.16233107422588544,0.5142186637216994,-0.09342757332033713,0.49598895885447636,-0.13917884481559062,-0.17764480388948733,-0.5976857607344344,-1.3903326403326477,-2.5561580170410436,0.3481288076588207,2.655175079230121,5.622045231909367,-1.3076591464290854,6.3182527301092195,0.3058762708943785,22.016665013391524,13.428360010904704,4.77549629377183,7.116259826230853,2.311211455053175,9.626244994352607,3.2224428997020826,6.219091163571888,1.4652507057400177,8.445126478887177,9.683680211430467
2015-08-01,250.43,340.62,247.57,238.73,246.03,291.25,246.14,236.98,175.3,213.88,211.73,234.22,306.39,225.45,265.03,0.9839106415581167,-0.8095515433896305,0.9089426917746835,2.534037709917092,0.00812975082313816,0.0,0.07725147387680487,1.703789536929734,1.8002322880371846,0.16391139418348022,1.8471306941170829,2.8769710545965665,1.480524642289338,2.9123111334276697,-0.21836527239186276,6.213419289167876,-1.4409722222222254,6.656039979321027,3.678450447320425,21.556324110671945,11.649927163995999,4.892184437057856,9.464640399094648,3.1722676711200215,8.145825959447839,6.236828901154023,7.945432758779614,1.8143754361479303,10.818914667715296,9.793280583288455
2015-09-01,254.25,336.32,251.39,244.72,247.07,289.56,249.65,242.69,178.91,219.69,217.28,239.38,312.97,231.76,265.83,1.525376352673402,-1.262403851799665,1.5429979399765648,2.5091107108448973,0.422712677315773,-0.5802575107296093,1.426017713496397,2.409486032576602,2.059326868225897,2.716476528894707,2.6212629292022838,2.2030569549995827,2.1475896732922273,2.798846750942552,0.30185262045807626,6.922074098994924,-2.4735392199507156,7.335297382690742,5.292143533258753,21.871454644107935,8.024622271964187,5.757010929424733,12.330479055774113,3.6678641789315014,8.48888888888888,8.917740237605898,9.370859414264165,2.653503017580694,14.139374538291062,9.856186461691042
