Tarih,TÜFE Genel_duzey,Gıda ve Alkolsüz İçecekler_duzey,"Alkollü İçecekler, Tütün_duzey",Giyim ve Ayakkabı_duzey,"Konut, Su, Elektrik, Gaz_duzey","Mobilya, Ev Ekipmanları_duzey",Sağlık_duzey,Ulaştırma_duzey,Bilgi ve İletişim_duzey,"Eğlence, Spor, Kültür_duzey",Eğitim_duzey,Lokanta ve Konaklama_duzey,Sigorta ve Finansal Hizmetler_duzey,"Kişisel Bakım, Çeşitli_duzey",Çekirdek B_duzey,Çekirdek C_duzey,Çekirdek D_duzey,TÜFE Genel_aylik,Gıda ve Alkolsüz İçecekler_aylik,"Alkollü İçecekler, Tütün_aylik",Giyim ve Ayakkabı_aylik,"Konut, Su, Elektrik, Gaz_aylik","Mobilya, Ev Ekipmanları_aylik",Sağlık_aylik,Ulaştırma_aylik,Bilgi ve İletişim_aylik,"Eğlence, Spor, Kültür_aylik",Eğitim_aylik,Lokanta ve Konaklama_aylik,Sigorta ve Finansal Hizmetler_aylik,"Kişisel Bakım, Çeşitli_aylik",Çekirdek B_aylik,Çekirdek C_aylik,Çekirdek D_aylik,TÜFE Genel_yillik,Gıda ve Alkolsüz İçecekler_yillik,"Alkollü İçecekler, Tütün_yillik",Giyim ve Ayakkabı_yillik,"Konut, Su, Elektrik, Gaz_yillik","Mobilya, Ev Ekipmanları_yillik",Sağlık_yillik,Ulaştırma_yillik,Bilgi ve İletişim_yillik,"Eğlence, Spor, Kültür_yillik",Eğitim_yillik,Lokanta ve Konaklama_yillik,Sigorta ve Finansal Hizmetler_yillik,"Kişisel Bakım, Çeşitli_yillik",Çekirdek B_yillik,Çekirdek C_yillik,Çekirdek D_yillik
2012-01-01,6.35,4.79,7.14,17.97,6.14,5.99,6.43,6.18,21.84,7.66,5.87,4.01,4.33,5.6,6.53,6.93,6.63,0.63391442,1.05485232,0.0,-7.84615385,1.32013201,1.69779287,0.0,2.14876033,0.09165903,1.05540897,0.0,0.75376884,1.88235294,1.26582278,0.15337423,-0.14409222,0.60698027,10.6271777,11.65501166,18.60465116,7.86314526,9.05861456,11.75373134,0.15576324,12.97989031,0.73800738,10.21582734,6.34057971,8.08625337,11.59793814,18.39323467,8.65224626,8.45070423,9.58677686
2012-02-01,6.38,4.89,7.14,17.23,6.17,6.05,6.47,6.2,21.77,7.66,5.88,4.03,4.37,5.62,6.53,6.92,6.64,0.47244094,2.08768267,0.0,-4.1179744,0.48859935,1.00166945,0.62208398,0.3236246,-0.32051282,0.0,0.17035775,0.49875312,0.92378753,0.35714286,0.0,-0.14430014,0.15082956,10.38062284,11.13636364,18.4079602,9.05063291,9.59147425,11.82994455,0.62208398,11.31059246,0.23020258,10.21582734,6.32911392,8.33333333,12.33933162,18.06722689,8.4717608,8.125,9.5709571
2012-03-01,6.41,4.87,7.14,17.42,6.21,6.1,6.49,6.27,21.74,7.67,5.89,4.06,4.35,5.66,6.56,6.95,6.68,0.47021944,-0.40899796,0.0,1.1027278,0.64829822,0.82644628,0.30911901,1.12903226,-0.13780432,0.1305483,0.17006803,0.74441687,-0.4576659,0.71174377,0.45941807,0.43352601,0.60240964,10.51724138,11.18721461,18.4079602,9.42211055,9.91150442,11.72161172,0.77639752,10.77738516,-0.09191176,9.10384068,6.31768953,8.55614973,11.53846154,17.42738589,8.25082508,7.91925466,9.3289689
2012-04-01,6.5,4.87,7.14,19.72,6.41,6.15,6.53,6.29,21.74,7.74,5.92,4.11,4.38,5.68,6.67,7.09,6.81,1.40405616,0.0,0.0,13.2032147,3.22061192,0.81967213,0.61633282,0.31897927,0.0,0.91264668,0.50933786,1.23152709,0.68965517,0.35335689,1.67682927,2.01438849,1.94610778,11.11111111,11.69724771,18.4079602,11.66477916,13.05114638,10.61151079,1.24031008,9.96503497,1.73139916,9.01408451,6.47482014,9.30851064,12.02046036,17.59834369,8.63192182,8.24427481,10.19417476
2012-05-01,6.49,4.75,7.15,21.41,6.41,6.12,6.53,6.2,21.65,7.86,5.98,4.14,4.38,5.69,6.75,7.19,6.85,-0.15384615,-2.46406571,0.14005602,8.56997972,0.0,-0.48780488,0.0,-1.43084261,-0.41398344,1.5503876,1.01351351,0.72992701,0.0,0.17605634,1.1994003,1.41043724,0.58737151,8.34724541,3.93873085,18.57379768,8.56997972,12.45614035,9.87432675,1.24031008,7.82608696,1.83443086,8.4137931,6.40569395,9.2348285,10.05025126,16.12244898,8.17307692,7.79610195,9.25039872
2012-06-01,6.43,4.59,7.15,21.24,6.42,6.15,6.54,6.12,21.98,8.0,6.08,4.16,4.42,5.73,6.78,7.21,6.86,-0.92449923,-3.36842105,0.0,-0.79402149,0.15600624,0.49019608,0.15313936,-1.29032258,1.52424942,1.78117048,1.6722408,0.48309179,0.91324201,0.7029877,0.44444444,0.27816412,0.1459854,8.79864636,7.4941452,18.57379768,7.00251889,12.43432574,9.82142857,1.23839009,6.06585789,2.80636109,9.89010989,6.66666667,9.18635171,10.5,14.82965932,8.13397129,7.29166667,8.88888889
2012-07-01,6.42,4.61,7.15,20.31,6.38,6.13,6.54,6.14,22.0,8.03,6.15,4.19,4.59,5.75,6.77,7.19,6.84,-0.155521,0.43572985,0.0,-4.37853107,-0.62305296,-0.32520325,0.0,0.32679739,0.09099181,0.375,1.15131579,0.72115385,3.84615385,0.34904014,-0.14749263,-0.27739251,-0.29154519,9.18367347,9.24170616,18.57379768,7.51720487,11.53846154,9.0747331,2.02808112,5.49828179,2.70774977,10.60606061,7.14285714,9.39947781,13.05418719,12.74509804,7.97448166,7.47384155,8.57142857
2012-08-01,6.45,4.67,7.15,19.37,6.43,6.17,6.53,6.24,21.98,8.1,6.21,4.21,4.7,5.78,6.76,7.17,6.86,0.46728972,1.30151844,0.0,-4.62826194,0.78369906,0.65252855,-0.1529052,1.6286645,-0.09090909,0.87173101,0.97560976,0.47732697,2.39651416,0.52173913,-0.14771049,-0.27816412,0.29239766,8.76897133,9.11214953,18.57379768,7.1942446,11.82608696,9.01060071,1.87207488,5.40540541,2.51865672,10.6557377,7.8125,9.35064935,14.35523114,8.44277674,7.6433121,7.17488789,8.20189274
2012-09-01,6.52,4.77,7.17,18.87,6.48,6.18,6.53,6.34,22.26,8.12,6.13,4.28,4.99,5.89,6.78,7.18,6.91,1.08527132,2.14132762,0.27972028,-2.58131131,0.77760498,0.16207455,0.0,1.6025641,1.27388535,0.24691358,-1.28824477,1.66270784,6.17021277,1.90311419,0.29585799,0.13947001,0.72886297,9.21273032,10.41666667,18.90547264,7.95194508,12.11072664,8.04195804,1.87207488,4.96688742,3.67955286,10.02710027,4.60750853,9.74358974,21.11650485,7.48175182,7.10900474,6.68647845,8.13771518
2012-10-01,6.65,4.85,7.21,20.15,6.69,6.21,6.53,6.47,22.45,8.14,6.15,4.3,5.15,5.93,6.87,7.27,7.05,1.99386503,1.67714885,0.55788006,6.78325384,3.24074074,0.48543689,0.0,2.05047319,0.85354897,0.24630542,0.32626427,0.46728972,3.20641283,0.67911715,1.32743363,1.25348189,2.0260492,7.77957861,7.77777778,4.64441219,6.72669492,11.68614357,6.88468158,1.71339564,6.58978583,3.88708931,9.1152815,4.77001704,9.41475827,23.79807692,9.4095941,6.84292379,6.13138686,8.29493088
2012-11-01,6.67,4.85,7.21,21.42,6.73,6.23,6.53,6.41,22.44,8.14,6.16,4.33,5.44,5.93,6.93,7.34,7.09,0.30075188,0.0,0.0,6.30272953,0.59790732,0.32206119,0.0,-0.92735703,-0.04454343,0.0,0.16260163,0.69767442,5.63106796,0.0,0.87336245,0.96286107,0.56737589,6.37958533,4.30107527,0.98039216,7.47616658,11.60862355,5.95238095,1.55520995,6.12582781,3.07762977,9.1152815,4.76190476,9.34343434,28.60520095,7.62250454,6.28834356,5.76368876,7.75075988
2012-12-01,6.7,4.92,7.21,21.1,6.75,6.24,6.53,6.39,22.66,8.12,6.16,4.35,5.55,5.93,6.95,7.34,7.1,0.44977511,1.44329897,0.0,-1.49393091,0.29717682,0.16051364,0.0,-0.31201248,0.98039216,-0.24570025,0.0,0.46189376,2.02205882,0.0,0.28860029,0.0,0.14104372,6.18066561,3.79746835,0.98039216,8.20512821,11.38613861,5.94227504,1.55520995,5.61983471,3.84967919,7.12401055,4.94037479,9.29648241,30.58823529,7.23327306,6.59509202,5.76368876,7.73899848
2013-01-01,6.81,5.12,8.24,19.63,6.79,6.31,6.57,6.43,22.65,8.17,6.16,4.39,5.7,6.01,6.94,7.33,7.11,1.64179104,4.06504065,14.28571429,-6.96682464,0.59259259,1.12179487,0.61255743,0.62597809,-0.04413063,0.61576355,0.0,0.91954023,2.7027027,1.34907251,-0.14388489,-0.13623978,0.14084507,7.24409449,6.88935282,15.40616246,9.23761825,10.58631922,5.34223706,2.17729393,4.04530744,3.70879121,6.65796345,4.94037479,9.47630923,31.63972286,7.32142857,6.27871363,5.77200577,7.239819
2013-02-01,6.83,5.16,8.31,18.38,6.81,6.37,6.59,6.53,22.66,8.09,6.18,4.41,5.75,5.99,6.94,7.32,7.11,0.29368576,0.78125,0.84951456,-6.36780438,0.29455081,0.95087163,0.304414,1.55520995,0.04415011,-0.97919217,0.32467532,0.45558087,0.87719298,-0.3327787,0.0,-0.13642565,0.0,7.05329154,5.52147239,16.38655462,6.67440511,10.37277147,5.2892562,1.85471406,5.32258065,4.08819476,5.61357702,5.10204082,9.4292804,31.57894737,6.58362989,6.27871363,5.78034682,7.07831325
2013-03-01,6.87,5.27,8.3,18.54,6.83,6.38,6.63,6.53,22.67,8.14,6.19,4.44,5.82,6.01,6.97,7.35,7.14,0.58565154,2.13178295,-0.12033694,0.87051143,0.29368576,0.15698587,0.60698027,0.0,0.04413063,0.61804697,0.1618123,0.68027211,1.2173913,0.33388982,0.43227666,0.40983607,0.42194093,7.17628705,8.21355236,16.2464986,6.4293915,9.98389694,4.59016393,2.15716487,4.14673046,4.27782889,6.12777053,5.09337861,9.35960591,33.79310345,6.18374558,6.25,5.75539568,6.88622754
2013-04-01,6.9,5.2,8.3,20.9,6.84,6.41,6.65,6.48,22.65,8.27,6.23,4.48,5.83,5.96,7.07,7.47,7.2,0.43668122,-1.32827324,0.0,12.72923409,0.14641288,0.47021944,0.30165913,-0.76569678,-0.08822232,1.5970516,0.64620355,0.9009009,0.17182131,-0.83194676,1.43472023,1.63265306,0.84033613,6.15384615,6.7761807,16.2464986,5.98377282,6.70826833,4.22764228,1.83767228,3.02066773,4.18583257,6.84754522,5.23648649,9.00243309,33.10502283,4.92957746,5.9970015,5.3596615,5.72687225
2013-05-01,6.91,5.09,8.3,22.75,6.83,6.39,6.66,6.49,22.71,8.35,6.33,4.51,5.8,5.95,7.17,7.59,7.27,0.14492754,-2.11538462,0.0,8.85167464,-0.14619883,-0.31201248,0.15037594,0.15432099,0.26490066,0.96735187,1.60513644,0.66964286,-0.51457976,-0.16778523,1.41442716,1.6064257,0.97222222,6.47149461,7.15789474,16.08391608,6.25875759,6.55226209,4.41176471,1.99081164,4.67741935,4.8960739,6.23409669,5.85284281,8.93719807,32.42009132,4.56942004,6.22222222,5.56328234,6.13138686
2013-06-01,6.97,5.18,8.3,22.36,6.85,6.41,6.67,6.59,22.7,8.58,6.46,4.54,5.74,5.95,7.2,7.62,7.3,0.8683068,1.76817289,0.0,-1.71428571,0.29282577,0.31298905,0.15015015,1.54083205,-0.04403347,2.75449102,2.05371248,0.66518847,-1.03448276,0.0,0.41841004,0.39525692,0.41265475,8.39813375,12.8540305,16.08391608,5.27306968,6.69781931,4.22764228,1.98776758,7.67973856,3.27570519,7.25,6.25,9.13461538,29.86425339,3.83944154,6.19469027,5.68654646,6.41399417
2013-07-01,6.99,5.19,8.3,21.31,6.88,6.42,6.7,6.74,22.89,8.61,6.51,4.56,5.83,5.93,7.21,7.63,7.33,0.28694405,0.19305019,0.0,-4.69588551,0.4379562,0.15600624,0.44977511,2.27617602,0.83700441,0.34965035,0.77399381,0.44052863,1.56794425,-0.33613445,0.13888889,0.1312336,0.4109589,8.87850467,12.5813449,16.08391608,4.92368291,7.8369906,4.73083197,2.44648318,9.77198697,4.04545455,7.22291407,5.85365854,8.83054893,27.01525054,3.13043478,6.49926145,6.11961057,7.16374269
2013-08-01,6.98,5.15,8.3,20.54,6.91,6.41,6.72,6.79,22.86,8.7,6.59,4.6,5.9,6.0,7.22,7.63,7.34,-0.14306152,-0.77071291,0.0,-3.61332708,0.43604651,-0.15576324,0.29850746,0.74183976,-0.1310616,1.04529617,1.22887865,0.87719298,1.20068611,1.18043845,0.13869626,0.0,0.13642565,8.21705426,10.27837259,16.08391608,6.04026846,7.46500778,3.8897893,2.90964778,8.81410256,4.00363967,7.40740741,6.11916264,9.26365796,25.53191489,3.80622837,6.80473373,6.41562064,6.99708455
2013-09-01,7.03,5.19,8.3,20.07,6.95,6.46,6.73,6.92,22.92,8.7,6.76,4.67,5.83,6.06,7.28,7.68,7.41,0.71633238,0.77669903,0.0,-2.28821811,0.5788712,0.7800312,0.14880952,1.91458027,0.26246719,0.0,2.57966616,1.52173913,-1.18644068,1.0,0.83102493,0.65530799,0.95367847,7.82208589,8.80503145,15.76011158,6.35930048,7.25308642,4.53074434,3.06278714,9.14826498,2.96495957,7.14285714,10.27732463,9.11214953,16.83366733,2.88624788,7.37463127,6.9637883,7.23589001
2013-10-01,7.16,5.39,8.24,21.99,6.98,6.57,6.75,6.94,22.94,8.77,6.77,4.71,5.84,6.03,7.39,7.82,7.5,1.84921764,3.85356455,-0.72289157,9.56651719,0.43165468,1.70278638,0.29717682,0.28901734,0.08726003,0.8045977,0.14792899,0.85653105,0.17152659,-0.4950495,1.51098901,1.82291667,1.2145749,7.66917293,11.13402062,14.28571429,9.13151365,4.3348281,5.79710145,3.36906585,7.26429675,2.18262806,7.73955774,10.08130081,9.53488372,13.39805825,1.68634064,7.56914119,7.565337,6.38297872
2013-11-01,7.16,5.32,8.19,22.71,7.01,6.6,6.8,6.94,22.9,8.82,6.77,4.74,5.83,6.04,7.44,7.87,7.54,0.0,-1.2987013,-0.60679612,3.27421555,0.42979943,0.456621,0.74074074,0.0,-0.17436792,0.57012543,0.0,0.63694268,-0.17123288,0.16583748,0.67658999,0.63938619,0.53333333,7.34632684,9.69072165,13.59223301,6.02240896,4.16047548,5.93900482,4.13476263,8.26833073,2.04991087,8.35380835,9.9025974,9.46882217,7.16911765,1.8549747,7.35930736,7.22070845,6.34696756
2013-12-01,7.19,5.4,7.97,22.12,7.07,6.61,6.85,7.01,22.92,8.79,6.78,4.78,5.8,6.04,7.44,7.86,7.57,0.41899441,1.5037594,-2.68620269,-2.59797446,0.85592011,0.15151515,0.73529412,1.00864553,0.08733624,-0.34013605,0.14771049,0.84388186,-0.51457976,0.0,0.0,-0.1270648,0.39787798,7.31343284,9.75609756,10.5409154,4.83412322,4.74074074,5.92948718,4.90045942,9.70266041,1.14739629,8.25123153,10.06493506,9.88505747,4.5045045,1.8549747,7.05035971,7.08446866,6.61971831
2014-01-01,7.34,5.68,8.56,20.44,7.11,6.72,6.98,7.19,22.85,8.93,6.78,4.86,5.76,6.19,7.48,7.88,7.61,2.08623088,5.18518519,7.40276035,-7.59493671,0.56577086,1.66414523,1.89781022,2.56776034,-0.30541012,1.592719,0.0,1.67364017,-0.68965517,2.48344371,0.53763441,0.25445293,0.52840159,7.78267254,10.9375,3.88349515,4.12633724,4.71281296,6.49762282,6.24048706,11.81959565,0.88300221,9.30232558,10.06493506,10.70615034,1.05263158,2.99500832,7.78097983,7.50341064,7.0323488
2014-02-01,7.37,5.68,8.56,19.41,7.14,6.81,7.03,7.35,22.96,8.95,6.79,4.93,5.74,6.26,7.54,7.94,7.67,0.40871935,0.0,0.0,-5.03913894,0.42194093,1.33928571,0.71633238,2.22531293,0.48140044,0.22396417,0.14749263,1.44032922,-0.34722222,1.13085622,0.80213904,0.76142132,0.78843627,7.90629575,10.07751938,3.00842359,5.6039173,4.84581498,6.90737834,6.676783,12.55742726,1.3239188,10.63040791,9.87055016,11.79138322,-0.17391304,4.50751252,8.64553314,8.46994536,7.87623066
2014-03-01,7.45,5.8,8.56,19.89,7.16,6.87,7.09,7.42,23.04,9.01,6.81,5.0,5.87,6.33,7.64,8.03,7.74,1.08548168,2.11267606,0.0,2.47295209,0.28011204,0.88105727,0.85348506,0.95238095,0.34843206,0.67039106,0.29455081,1.4198783,2.26480836,1.11821086,1.32625995,1.13350126,0.91264668,8.44250364,10.056926,3.13253012,7.2815534,4.83162518,7.68025078,6.93815988,13.62940276,1.63211292,10.68796069,10.01615509,12.61261261,0.85910653,5.32445923,9.61262554,9.25170068,8.40336134
2014-04-01,7.55,5.88,8.56,22.5,7.17,6.97,7.16,7.38,23.0,9.1,6.87,5.03,5.89,6.33,7.79,8.2,7.85,1.34228188,1.37931034,0.0,13.12217195,0.1396648,1.45560408,0.98730606,-0.53908356,-0.17361111,0.99889012,0.88105727,0.6,0.3407155,0.0,1.96335079,2.11706102,1.42118863,9.42028986,13.07692308,3.13253012,7.65550239,4.8245614,8.73634945,7.66917293,13.88888889,1.54525386,10.0362757,10.27287319,12.27678571,1.02915952,6.20805369,10.18387553,9.77242303,9.02777778
2014-05-01,7.58,5.81,8.55,24.56,7.2,6.96,7.23,7.34,22.92,9.2,6.94,5.09,5.8,6.36,7.89,8.33,7.93,0.39735099,-1.19047619,-0.11682243,9.15555556,0.41841004,-0.14347202,0.97765363,-0.54200542,-0.34782609,1.0989011,1.01892285,1.19284294,-1.52801358,0.47393365,1.28369705,1.58536585,1.01910828,9.69609262,14.1453831,3.01204819,7.95604396,5.41727672,8.92018779,8.55855856,13.09707242,0.92470277,10.17964072,9.63665087,12.86031042,0.0,6.8907563,10.041841,9.74967062,9.0784044
2014-06-01,7.6,5.83,8.55,24.26,7.21,7.0,7.3,7.38,22.81,9.39,7.06,5.14,5.77,6.41,7.93,8.35,7.96,0.26385224,0.34423408,0.0,-1.22149837,0.13888889,0.57471264,0.96818811,0.54495913,-0.47993019,2.06521739,1.72910663,0.98231827,-0.51724138,0.78616352,0.50697085,0.24009604,0.37831021,9.03873745,12.54826255,3.01204819,8.49731664,5.25547445,9.20436817,9.44527736,11.98786039,0.4845815,9.44055944,9.2879257,13.21585903,0.52264808,7.73109244,10.13888889,9.58005249,9.04109589
2014-07-01,7.64,5.84,8.72,23.46,7.26,7.01,7.32,7.43,23.22,9.57,7.1,5.19,5.68,6.52,7.96,8.38,8.0,0.52631579,0.17152659,1.98830409,-3.29760923,0.69348128,0.14285714,0.2739726,0.67750678,1.79745726,1.91693291,0.56657224,0.97276265,-1.55979203,1.71606864,0.37831021,0.35928144,0.50251256,9.29899857,12.52408478,5.06024096,10.08916002,5.52325581,9.19003115,9.25373134,10.23738872,1.44167759,11.14982578,9.06298003,13.81578947,-2.5728988,9.94940978,10.40221914,9.82961992,9.14051842
2014-08-01,7.65,5.9,8.68,22.31,7.28,7.03,7.33,7.42,23.2,9.7,7.15,5.28,5.6,6.57,7.97,8.37,8.0,0.13089005,1.02739726,-0.4587156,-4.90196078,0.27548209,0.2853067,0.13661202,-0.1345895,-0.08613264,1.3584117,0.70422535,1.73410405,-1.4084507,0.76687117,0.12562814,-0.11933174,0.0,9.59885387,14.5631068,4.57831325,8.61733204,5.35455861,9.6723869,9.07738095,9.27835052,1.48731409,11.49425287,8.49772382,14.7826087,-5.08474576,9.5,10.38781163,9.69855832,8.99182561
2014-09-01,7.66,5.91,8.58,21.76,7.31,7.06,7.36,7.43,23.17,9.75,7.28,5.34,5.54,6.62,8.0,8.39,8.03,0.13071895,0.16949153,-1.15207373,-2.46526221,0.41208791,0.42674253,0.40927694,0.13477089,-0.12931034,0.51546392,1.81818182,1.13636364,-1.07142857,0.76103501,0.37641154,0.23894863,0.375,8.96159317,13.87283237,3.37349398,8.42052815,5.17985612,9.2879257,9.36106984,7.3699422,1.09075044,12.06896552,7.69230769,14.34689507,-4.97427101,9.24092409,9.89010989,9.24479167,8.36707152
2014-10-01,7.8,6.07,8.58,23.93,7.53,7.08,7.41,7.42,23.15,9.75,7.32,5.39,5.55,6.67,8.12,8.52,8.16,1.82767624,2.7072758,0.0,9.97242647,3.00957592,0.28328612,0.67934783,-0.1345895,-0.08631852,0.0,0.54945055,0.93632959,0.18050542,0.75528701,1.5,1.54946365,1.61892902,8.93854749,12.61595547,4.12621359,8.82219191,7.87965616,7.76255708,9.77777778,6.91642651,0.91543156,11.17445838,8.12407681,14.4373673,-4.96575342,10.61359867,9.8782138,8.95140665,8.8
2014-11-01,7.82,6.08,8.58,24.91,7.54,7.14,7.43,7.29,23.12,9.54,7.34,5.42,5.55,6.66,8.17,8.58,8.18,0.25641026,0.16474465,0.0,4.09527789,0.13280212,0.84745763,0.26990553,-1.75202156,-0.12958963,-2.15384615,0.27322404,0.55658627,0.0,-0.14992504,0.61576355,0.70422535,0.24509804,9.21787709,14.28571429,4.76190476,9.6873624,7.56062767,8.18181818,9.26470588,5.04322767,0.96069869,8.16326531,8.41949778,14.34599156,-4.80274443,10.26490066,9.81182796,9.02160102,8.48806366
2014-12-01,7.78,6.09,8.58,23.99,7.55,7.15,7.44,7.16,23.1,9.54,7.34,5.45,5.56,6.72,8.15,8.54,8.14,-0.51150895,0.16447368,0.0,-3.69329587,0.13262599,0.14005602,0.1345895,-1.78326475,-0.08650519,0.0,0.0,0.55350554,0.18018018,0.9009009,-0.24479804,-0.46620047,-0.48899756,8.20584145,12.77777778,7.65370138,8.45388788,6.78925035,8.16944024,8.61313869,2.13980029,0.78534031,8.53242321,8.25958702,14.0167364,-4.13793103,11.25827815,9.54301075,8.65139949,7.52972259
2015-01-01,7.87,6.3,8.94,22.31,7.64,7.29,7.55,7.13,23.51,9.54,7.34,5.5,5.65,6.86,8.18,8.56,8.16,1.15681234,3.44827586,4.1958042,-7.00291788,1.19205298,1.95804196,1.47849462,-0.41899441,1.77489177,0.0,0.0,0.91743119,1.61870504,2.08333333,0.36809816,0.23419204,0.24570025,7.22070845,10.91549296,4.43925234,9.14872798,7.45428973,8.48214286,8.16618911,-0.83449235,2.88840263,6.83090705,8.25958702,13.16872428,-1.90972222,10.82390953,9.35828877,8.62944162,7.22733246
2015-02-01,7.92,6.46,8.9,20.85,7.67,7.31,7.61,7.25,23.64,9.68,7.33,5.55,5.7,6.9,8.18,8.55,8.18,0.63532402,2.53968254,-0.44742729,-6.54415061,0.39267016,0.27434842,0.79470199,1.68302945,0.55295619,1.46750524,-0.13623978,0.90909091,0.88495575,0.58309038,0.0,-0.11682243,0.24509804,7.46268657,13.73239437,3.97196262,7.41885626,7.42296919,7.34214391,8.25035562,-1.36054422,2.96167247,8.15642458,7.95287187,12.57606491,-0.69686411,10.22364217,8.48806366,7.68261965,6.64928292
2015-03-01,8.02,6.62,8.9,21.07,7.73,7.35,7.69,7.32,23.7,9.74,7.35,5.63,5.71,6.96,8.23,8.6,8.24,1.26262626,2.47678019,0.0,1.05515588,0.78226858,0.54719562,1.05124836,0.96551724,0.25380711,0.61983471,0.2728513,1.44144144,0.1754386,0.86956522,0.61124694,0.58479532,0.73349633,7.65100671,14.13793103,3.97196262,5.93262946,7.96089385,6.98689956,8.46262341,-1.34770889,2.86458333,8.10210877,7.92951542,12.6,-2.72572402,9.95260664,7.72251309,7.09838107,6.45994832
2015-04-01,8.15,6.73,8.9,23.66,7.76,7.45,7.71,7.35,23.66,9.82,7.41,5.71,5.85,7.07,8.38,8.78,8.37,1.62094763,1.66163142,0.0,12.2923588,0.38809832,1.36054422,0.26007802,0.40983607,-0.16877637,0.82135524,0.81632653,1.42095915,2.45183888,1.58045977,1.82260024,2.09302326,1.5776699,7.94701987,14.45578231,3.97196262,5.15555556,8.22873082,6.8866571,7.68156425,-0.40650407,2.86956522,7.91208791,7.86026201,13.51888668,-0.67911715,11.69036335,7.57381258,7.07317073,6.62420382
2015-05-01,8.19,6.55,8.9,26.04,7.8,7.51,7.73,7.48,23.69,9.94,7.45,5.77,6.04,7.09,8.52,8.95,8.5,0.49079755,-2.67459138,0.0,10.0591716,0.51546392,0.80536913,0.25940337,1.76870748,0.12679628,1.22199593,0.53981107,1.05078809,3.24786325,0.28288543,1.67064439,1.93621868,1.55316607,8.0474934,12.73666093,4.09356725,6.02605863,8.33333333,7.90229885,6.91562932,1.90735695,3.35951134,8.04347826,7.34870317,13.35952849,4.13793103,11.47798742,7.98479087,7.44297719,7.18789407
2015-06-01,8.15,6.37,8.9,25.69,7.82,7.5,7.77,7.47,23.64,10.43,7.5,5.84,6.03,7.16,8.55,8.98,8.53,-0.48840049,-2.7480916,0.0,-1.34408602,0.25641026,-0.13315579,0.51746442,-0.13368984,-0.21105952,4.92957746,0.67114094,1.21317158,-0.16556291,0.98730606,0.35211268,0.33519553,0.35294118,7.23684211,9.26243568,4.09356725,5.8944765,8.46047157,7.14285714,6.43835616,1.2195122,3.63875493,11.07561235,6.23229462,13.61867704,4.50606586,11.70046802,7.8184111,7.54491018,7.16080402
2015-07-01,8.16,6.38,9.0,24.42,7.85,7.62,7.8,7.5,23.55,10.49,7.54,5.91,6.42,7.14,8.57,8.99,8.53,0.12269939,0.15698587,1.12359551,-4.9435578,0.38363171,1.6,0.38610039,0.40160643,-0.38071066,0.57526366,0.53333333,1.19863014,6.46766169,-0.27932961,0.23391813,0.11135857,0.0,6.80628272,9.24657534,3.21100917,4.09207161,8.12672176,8.70185449,6.55737705,0.94212651,1.42118863,9.61337513,6.1971831,13.87283237,13.02816901,9.50920245,7.66331658,7.27923628,6.625
2015-08-01,8.19,6.47,9.03,23.36,7.87,7.64,7.82,7.48,23.9,10.59,7.64,6.03,6.75,7.24,8.6,9.01,8.55,0.36764706,1.41065831,0.33333333,-4.34070434,0.25477707,0.26246719,0.25641026,-0.26666667,1.48619958,0.95328885,1.32625995,2.03045685,5.14018692,1.40056022,0.35005834,0.22246941,0.23446659,7.05882353,9.66101695,4.03225806,4.70640968,8.1043956,8.67709815,6.68485675,0.80862534,3.01724138,9.17525773,6.85314685,14.20454545,20.53571429,10.1978691,7.90464241,7.64635603,6.875
2015-09-01,8.27,6.55,9.07,22.72,7.92,7.73,7.91,7.62,24.08,10.67,7.71,6.09,7.15,7.39,8.66,9.08,8.62,0.97680098,1.23647604,0.44296788,-2.73972603,0.63532402,1.17801047,1.15089514,1.87165775,0.75313808,0.75542965,0.91623037,0.99502488,5.92592593,2.0718232,0.69767442,0.77691454,0.81871345,7.96344648,10.82910321,5.71095571,4.41176471,8.34473324,9.49008499,7.47282609,2.55720054,3.92749245,9.43589744,5.90659341,14.04494382,29.06137184,11.63141994,8.25,8.22407628,7.34744707
2015-10-01,8.39,6.6,9.07,25.31,7.98,7.84,7.94,7.72,24.2,10.67,7.79,6.13,7.69,7.45,8.83,9.28,8.77,1.45102781,0.76335878,0.0,11.39964789,0.75757576,1.42302717,0.37926675,1.31233596,0.49833887,0.0,1.03761349,0.65681445,7.55244755,0.81190798,1.9630485,2.20264317,1.74013921,7.56410256,8.73146623,5.71095571,5.76681989,5.97609562,10.73446328,7.15249663,4.04312668,4.53563715,9.43589744,6.42076503,13.72912801,38.55855856,11.69415292,8.74384236,8.92018779,7.4754902
2015-11-01,8.45,6.66,9.07,26.67,8.03,7.89,7.96,7.66,24.28,10.55,7.8,6.15,8.17,7.4,8.9,9.37,8.82,0.71513707,0.90909091,0.0,5.37337021,0.62656642,0.6377551,0.25188917,-0.77720207,0.33057851,-1.12464855,0.1283697,0.32626427,6.24187256,-0.67114094,0.79275198,0.96982759,0.57012543,8.05626598,9.53947368,5.71095571,7.06543557,6.49867374,10.50420168,7.13324361,5.07544582,5.01730104,10.5870021,6.26702997,13.46863469,47.20720721,11.11111111,8.93512852,9.20745921,7.82396088
