Tarih,YEARWEEK_x_x,KT1,KT2,KT3,KT4,KT5,KT6,KT7,KT8,KT9,KT10,KT11,KT12,KT13,KT14,KT15,YEARWEEK_y_x,KT16,KT17,KT18,KT19,KT20,KT21,KT22,KT23,KT24,KT25,KT26,KT49,KT50,KT51,KT52,YEARWEEK_x_y,KA1,KA2,KA3,KA4,KA5,KA6,KA7,KA8,KA9,KA10,KA11,KA12,KA13,KA14,KA15,YEARWEEK_y_y,KA16,KA17,KA18,KA19,KA20,KA21,KA22,KA23,KA24,KA25,KA26,KA49,KA50,KA51,KA52
2016-07-29,0.0,12289262.0,32863.0,403655.0,990020.0,692784.0,25946.0,359848.0,645693.0,726364.0,214555.0,543323.0,214841.0,51315.0,11843.0,191644.0,0.0,2162870.0,432290.0,92389.0,364907.0,308651.0,623930.0,303267.0,447060.0,408013.0,1620527.0,141124.0,279540.0,1919780.0,789394.0,579653.0,0.0,82549861.0,58235.0,840607.0,7436649.0,5818994.0,39951.0,1157825.0,1977884.0,7771819.0,594348.0,3129502.0,568559.0,360428.0,161375.0,329109.0,0.0,26755306.0,1474851.0,187761.0,2981959.0,1259628.0,1569848.0,2624330.0,935686.0,9977373.0,3263723.0,702882.0,571229.0,6927941.0,1769290.0,25076.0
2016-08-05,0.0,11783367.0,33417.0,370673.0,1023862.0,674053.0,28203.0,311403.0,644641.0,732189.0,237897.0,565491.0,237284.0,56516.0,12329.0,195302.0,0.0,2083762.0,429906.0,93287.0,342420.0,318584.0,585603.0,327974.0,454359.0,427932.0,1196232.0,110161.0,289887.0,1911836.0,738089.0,432490.0,0.0,82210305.0,57676.0,827587.0,7646024.0,5749325.0,42580.0,1131104.0,1954283.0,7921112.0,593705.0,3285420.0,596790.0,406835.0,157247.0,318962.0,0.0,26741828.0,1497578.0,190544.0,2994967.0,1329941.0,1466532.0,3202832.0,934407.0,9795092.0,2274591.0,553727.0,539616.0,6937265.0,1569749.0,24580.0
2016-08-12,0.0,15059523.0,73697.0,776158.0,1132392.0,1298288.0,27841.0,307613.0,1149001.0,839754.0,261626.0,749569.0,474102.0,49445.0,13290.0,234717.0,0.0,2194716.0,687637.0,110398.0,980554.0,477805.0,506639.0,371331.0,516579.0,466436.0,932920.0,108981.0,318034.0,1436146.0,623196.0,703805.0,0.0,84139361.0,60297.0,846481.0,7790228.0,6139592.0,37948.0,1187342.0,2093534.0,8336183.0,642787.0,3390173.0,645555.0,347319.0,175868.0,429881.0,0.0,27433042.0,1491701.0,201621.0,3097720.0,1492029.0,1369856.0,3327906.0,946287.0,10358031.0,1141980.0,582690.0,573310.0,5960656.0,1505366.0,23024.0
2016-08-19,0.0,12274128.0,33890.0,370371.0,1028024.0,703867.0,27510.0,892209.0,663709.0,775499.0,269075.0,577797.0,280554.0,48941.0,12908.0,218538.0,0.0,2108329.0,429826.0,93350.0,405220.0,404329.0,537007.0,336275.0,436041.0,436345.0,784473.0,136363.0,263678.0,1569876.0,684490.0,550228.0,0.0,86425012.0,59981.0,858435.0,7880989.0,6163845.0,52218.0,1428843.0,2084687.0,8519953.0,700324.0,4352786.0,660641.0,329391.0,160786.0,388611.0,0.0,27428385.0,1581068.0,200131.0,3150293.0,1628827.0,1475242.0,3235346.0,966910.0,10476383.0,1303536.0,668537.0,668864.0,6703739.0,1648402.0,23271.0
2016-08-26,0.0,11684176.0,33270.0,368026.0,1010340.0,693325.0,24761.0,574834.0,665541.0,776477.0,251920.0,531353.0,272346.0,50352.0,12431.0,208514.0,0.0,2056906.0,426862.0,92324.0,361324.0,392791.0,540551.0,316887.0,436335.0,430009.0,777768.0,140786.0,238143.0,1551939.0,682423.0,518549.0,0.0,84423101.0,61916.0,837815.0,7954674.0,6029971.0,47665.0,1376104.0,2042558.0,8119648.0,650875.0,3583273.0,645244.0,342892.0,158933.0,365995.0,0.0,27129422.0,1554540.0,196083.0,3051861.0,1624181.0,1449555.0,3036336.0,962057.0,10328455.0,1602503.0,685614.0,584931.0,6237030.0,1681180.0,22783.0
2016-09-02,0.0,12471525.0,33125.0,403894.0,1022788.0,693975.0,28380.0,675798.0,811575.0,850514.0,241111.0,561304.0,262857.0,75370.0,12244.0,211154.0,0.0,2118887.0,485311.0,97268.0,342171.0,392182.0,627903.0,306612.0,457397.0,443288.0,924914.0,129245.0,262258.0,1781522.0,740619.0,563476.0,0.0,83164825.0,60784.0,849777.0,7847004.0,5911299.0,50506.0,1529251.0,2110734.0,8566691.0,602858.0,3245533.0,613727.0,408025.0,151138.0,362399.0,0.0,26874852.0,1678376.0,201008.0,2977486.0,1612050.0,1490471.0,2932691.0,1006019.0,10005312.0,935615.0,608578.0,532641.0,6207063.0,1585803.0,21648.0
2016-09-09,0.0,12997742.0,40277.0,402035.0,1089444.0,739872.0,27155.0,740380.0,716961.0,1019052.0,248476.0,563183.0,225997.0,103242.0,11261.0,223439.0,0.0,2263190.0,470548.0,94414.0,391484.0,369178.0,672459.0,381583.0,471925.0,417734.0,947473.0,93190.0,273790.0,1627936.0,711252.0,732697.0,0.0,85781579.0,61418.0,891368.0,7739195.0,5702111.0,45559.0,1712809.0,2214255.0,10804360.0,687223.0,3362603.0,505059.0,428379.0,117316.0,389482.0,0.0,26609287.0,1698111.0,198416.0,3575298.0,1567966.0,1658797.0,3494902.0,1007786.0,9408759.0,809861.0,516812.0,574447.0,6425753.0,1532027.0,26952.0
2016-09-16,0.0,7602297.0,21794.0,136277.0,916939.0,458180.0,11894.0,240920.0,415971.0,914705.0,158759.0,312494.0,260063.0,56083.0,13057.0,155095.0,0.0,1509559.0,256175.0,27687.0,167283.0,188323.0,206301.0,205160.0,154461.0,377557.0,151768.0,114519.0,171273.0,747114.0,370193.0,92873.0,0.0,74012346.0,45350.0,456891.0,8701894.0,5182189.0,38268.0,1196421.0,1687408.0,10633947.0,432175.0,2992472.0,608134.0,233278.0,159990.0,304426.0,0.0,23329395.0,1420682.0,128299.0,2120296.0,1128515.0,659596.0,2367444.0,640817.0,8072015.0,410758.0,575013.0,486673.0,4083199.0,1106876.0,2083.0
2016-09-23,0.0,12640654.0,30598.0,366958.0,1114229.0,770711.0,28283.0,783860.0,733826.0,854584.0,215431.0,614510.0,210926.0,50366.0,10885.0,223028.0,0.0,2272414.0,446926.0,91615.0,416579.0,279813.0,562925.0,431020.0,441377.0,368673.0,879181.0,149114.0,292822.0,1451271.0,697475.0,655822.0,0.0,83988366.0,57488.0,803939.0,7898931.0,5326123.0,50675.0,2830749.0,2305837.0,8768216.0,642455.0,3690440.0,481808.0,332407.0,125073.0,359775.0,0.0,26463097.0,1755972.0,194147.0,3167870.0,1293668.0,1502542.0,3732683.0,978460.0,9014256.0,863435.0,706083.0,642237.0,6559851.0,1683848.0,29476.0
2016-09-30,0.0,12633757.0,30981.0,518272.0,1096753.0,710468.0,25803.0,566484.0,756492.0,932458.0,201023.0,660535.0,168569.0,64321.0,10847.0,202376.0,0.0,2230053.0,499031.0,106170.0,379355.0,247447.0,653947.0,321217.0,514345.0,382084.0,894322.0,156956.0,303448.0,1641863.0,766605.0,539234.0,0.0,83362872.0,58705.0,845120.0,7298070.0,5509836.0,47717.0,2947050.0,2267673.0,8895673.0,587539.0,3453307.0,445477.0,404707.0,128128.0,329497.0,0.0,26029610.0,1806615.0,216895.0,3152502.0,1228100.0,1591102.0,2852332.0,1056466.0,9941207.0,935325.0,762033.0,572186.0,6345403.0,1666293.0,27466.0
2016-10-07,0.0,11872777.0,29332.0,381917.0,1088418.0,690458.0,27743.0,443890.0,662937.0,854411.0,203947.0,591116.0,164219.0,54947.0,10948.0,202570.0,0.0,2085223.0,431688.0,101901.0,364328.0,242272.0,579577.0,354287.0,480159.0,393423.0,1009793.0,115902.0,307371.0,1436622.0,725513.0,775917.0,0.0,82340848.0,58248.0,813829.0,7208344.0,5620810.0,49689.0,2563186.0,2088157.0,8128640.0,592166.0,3574972.0,428253.0,365970.0,128781.0,329878.0,0.0,26119373.0,1662427.0,215601.0,3126426.0,1197241.0,1471512.0,3378915.0,1011495.0,10065207.0,955406.0,585924.0,600398.0,6427088.0,1543697.0,26031.0
2016-10-14,0.0,11607807.0,31572.0,373582.0,1051932.0,739772.0,22677.0,330918.0,690294.0,895639.0,195890.0,571914.0,150977.0,50919.0,11450.0,213934.0,0.0,2090618.0,432273.0,99149.0,371615.0,232249.0,567610.0,352566.0,470229.0,393858.0,855231.0,114318.0,296621.0,1325398.0,657145.0,618463.0,0.0,85608017.0,60048.0,829308.0,7224882.0,6060095.0,38704.0,2197185.0,2252561.0,8652450.0,577806.0,3704532.0,408710.0,347340.0,137624.0,387188.0,0.0,27682010.0,1674600.0,220577.0,3287520.0,1225929.0,1496276.0,3267456.0,1024755.0,10614257.0,1023147.0,612020.0,601037.0,6386236.0,1467637.0,26177.0
2016-10-21,0.0,11842911.0,29973.0,381924.0,1059475.0,720887.0,29235.0,330903.0,741762.0,955661.0,189963.0,606219.0,152120.0,57830.0,11274.0,194662.0,0.0,2069860.0,450414.0,102697.0,417381.0,221259.0,556499.0,362651.0,474688.0,395491.0,808395.0,177746.0,343942.0,1352185.0,706290.0,560491.0,0.0,86214139.0,59258.0,845674.0,7263566.0,5958099.0,58201.0,2046629.0,2195207.0,9129916.0,576644.0,4432826.0,433954.0,370590.0,133414.0,321141.0,0.0,27006794.0,1701927.0,223004.0,3223431.0,1250764.0,1473256.0,3256052.0,1023838.0,10655105.0,1011832.0,809655.0,753362.0,6730238.0,1804541.0,24679.0
2016-10-28,0.0,11749240.0,25668.0,403858.0,1044066.0,710691.0,25279.0,274434.0,686186.0,957244.0,183818.0,556519.0,143943.0,64006.0,11066.0,174452.0,0.0,2024417.0,444921.0,102078.0,367092.0,216844.0,560632.0,315253.0,468679.0,393171.0,1201734.0,137595.0,255594.0,1346762.0,686460.0,903707.0,0.0,83420027.0,56801.0,849275.0,7164526.0,5941604.0,44873.0,1892044.0,2086734.0,9029920.0,566848.0,3608450.0,392937.0,352271.0,128851.0,291104.0,0.0,26508778.0,1663782.0,218630.0,3150985.0,1242704.0,1439640.0,2975657.0,1004013.0,10593161.0,934927.0,657555.0,623957.0,6085285.0,1590953.0,23071.0
2016-11-04,0.0,11887513.0,27297.0,442575.0,1084038.0,727760.0,27956.0,265105.0,673869.0,979254.0,196715.0,613256.0,150452.0,78271.0,11143.0,163396.0,0.0,2029830.0,445723.0,105249.0,358426.0,231362.0,652928.0,322869.0,486240.0,394328.0,987181.0,126563.0,305727.0,1569474.0,746346.0,631659.0,0.0,82684401.0,56728.0,915746.0,7304423.0,5883541.0,54460.0,1755651.0,2079787.0,8982352.0,580889.0,3587156.0,403561.0,437189.0,122562.0,258303.0,0.0,26268383.0,1630770.0,215498.0,3121219.0,1196633.0,1542233.0,3038132.0,990926.0,10092297.0,958503.0,593966.0,613493.0,6369803.0,1630770.0,25829.0
2016-11-11,0.0,11400478.0,30336.0,414285.0,1033241.0,730800.0,23961.0,254126.0,672338.0,936925.0,187912.0,561787.0,136952.0,56104.0,11342.0,177741.0,0.0,2048384.0,403576.0,100174.0,361577.0,216895.0,570574.0,355378.0,467100.0,390784.0,846464.0,118424.0,293298.0,1392582.0,670630.0,593322.0,0.0,83981231.0,59125.0,890443.0,7005362.0,6079972.0,52470.0,1802387.0,2131086.0,8798130.0,576563.0,3784640.0,377761.0,361008.0,125511.0,337239.0,0.0,26980258.0,1598687.0,210525.0,3144657.0,1159784.0,1464223.0,3325681.0,962477.0,10506269.0,967241.0,610870.0,668862.0,6441160.0,1546858.0,25094.0
2016-11-18,0.0,11905652.0,24963.0,429878.0,1044510.0,734625.0,25971.0,259743.0,778769.0,964709.0,197883.0,635148.0,140207.0,57255.0,11070.0,173055.0,0.0,2089229.0,422772.0,101136.0,422768.0,233042.0,585827.0,333847.0,466912.0,399151.0,895230.0,160392.0,317560.0,1454307.0,686291.0,580264.0,0.0,87115124.0,53024.0,948786.0,7116020.0,6265930.0,59253.0,1847719.0,2194327.0,9070781.0,601322.0,4730416.0,391484.0,339110.0,127723.0,294288.0,0.0,27410001.0,1654167.0,215005.0,3345769.0,1327283.0,1493437.0,3164049.0,964713.0,10915293.0,1045890.0,736712.0,802622.0,7196605.0,1589774.0,24956.0
2016-11-25,0.0,11892238.0,26297.0,419532.0,987243.0,718905.0,24311.0,231800.0,716918.0,1017930.0,193100.0,589496.0,136205.0,62647.0,11094.0,157783.0,0.0,2012332.0,422342.0,100709.0,392472.0,229019.0,592611.0,318411.0,443393.0,411732.0,1244279.0,144073.0,287604.0,1538903.0,684989.0,728952.0,0.0,85975869.0,55435.0,932368.0,7160016.0,6165580.0,46000.0,1744657.0,2167037.0,9677990.0,563078.0,4071271.0,374894.0,335350.0,128129.0,261524.0,0.0,26678855.0,1726217.0,207740.0,3286023.0,1311709.0,1484013.0,2997392.0,939007.0,10996958.0,1277668.0,670094.0,716864.0,6896402.0,1504668.0,24809.0
2016-12-02,0.0,13485636.0,27889.0,518829.0,1035150.0,752440.0,28611.0,239288.0,711301.0,985400.0,195514.0,691604.0,141485.0,74873.0,10715.0,161278.0,0.0,2184417.0,427389.0,102775.0,369406.0,247686.0,724722.0,299334.0,473393.0,393265.0,2203751.0,158630.0,326491.0,2327610.0,811816.0,927386.0,0.0,84075466.0,60117.0,1026371.0,7040076.0,5978104.0,61683.0,1592942.0,2068244.0,8983278.0,565903.0,3695613.0,369722.0,376059.0,118341.0,244395.0,0.0,26704036.0,1553138.0,204604.0,3091469.0,1234375.0,1689164.0,2806289.0,907736.0,10327904.0,1977195.0,702018.0,696690.0,7533351.0,1808735.0,26972.0
2016-12-09,0.0,11652497.0,28543.0,441478.0,1015881.0,751413.0,22434.0,234405.0,653025.0,1007909.0,194838.0,549786.0,136258.0,55977.0,11821.0,178990.0,0.0,2144644.0,390104.0,96103.0,376236.0,248657.0,619675.0,351659.0,440573.0,400243.0,895414.0,103088.0,303343.0,1408393.0,659314.0,649206.0,0.0,85483119.0,61359.0,957528.0,7061017.0,6161512.0,54365.0,1730508.0,2077282.0,9598628.0,566226.0,3652834.0,362892.0,280653.0,131379.0,302326.0,0.0,27478733.0,1626200.0,208959.0,3287869.0,1232754.0,1527113.0,3462070.0,913429.0,10703360.0,843883.0,492957.0,707283.0,6705533.0,1545100.0,25024.0
2016-12-16,0.0,11806142.0,26207.0,449056.0,963727.0,732295.0,27695.0,253340.0,684681.0,1000092.0,186712.0,600811.0,141538.0,64002.0,10344.0,176455.0,0.0,2110111.0,394493.0,94722.0,407896.0,283603.0,634788.0,313143.0,429441.0,400119.0,957704.0,157551.0,305616.0,1471418.0,722318.0,719299.0,0.0,87825264.0,58623.0,948081.0,6935398.0,6372192.0,71150.0,1827982.0,2243986.0,9638368.0,552605.0,4264205.0,387143.0,321108.0,127716.0,317552.0,0.0,28144347.0,1621721.0,205884.0,3444681.0,1291145.0,1572855.0,3062581.0,898545.0,11146019.0,864697.0,730031.0,776649.0,7012043.0,1574269.0,24905.0
2016-12-23,0.0,11703735.0,26287.0,416700.0,968616.0,717338.0,22954.0,263669.0,783724.0,1019489.0,182008.0,567418.0,134638.0,59517.0,11155.0,167915.0,0.0,2097924.0,399359.0,94941.0,420461.0,230080.0,630407.0,327537.0,412390.0,392926.0,929990.0,136301.0,289991.0,1426029.0,709698.0,674820.0,0.0,87189958.0,57109.0,904102.0,6886061.0,6269739.0,49305.0,1844867.0,2309633.0,9765747.0,548631.0,3869255.0,373843.0,290102.0,123986.0,271697.0,0.0,28238566.0,1676888.0,203060.0,3458385.0,1234121.0,1574122.0,3187409.0,879776.0,10925103.0,850191.0,626153.0,772107.0,7057370.0,1717987.0,24721.0
2016-12-30,0.0,13081832.0,28223.0,483273.0,1007115.0,784871.0,28190.0,293156.0,835197.0,1100950.0,184273.0,655458.0,147723.0,75368.0,10934.0,192408.0,0.0,2355236.0,461217.0,99595.0,435580.0,247726.0,854831.0,282274.0,469793.0,404244.0,1163832.0,158007.0,322358.0,1670313.0,879028.0,730847.0,0.0,89785809.0,58167.0,845362.0,6970812.0,6250517.0,59647.0,2070629.0,2359546.0,10672088.0,546527.0,3651240.0,370726.0,345471.0,117235.0,292476.0,0.0,29565557.0,1860961.0,204574.0,3946539.0,1249535.0,1921240.0,2623539.0,887828.0,10702445.0,848773.0,699628.0,664747.0,6833205.0,1827153.0,25213.0
2017-01-06,0.0,10930462.0,24869.0,355352.0,864353.0,695309.0,23760.0,252767.0,598743.0,845005.0,181677.0,591531.0,144737.0,59881.0,9903.0,158849.0,0.0,2047589.0,337949.0,74054.0,355389.0,239201.0,638818.0,319835.0,368327.0,373396.0,958896.0,116228.0,294044.0,1519868.0,711831.0,563194.0,0.0,82070295.0,53686.0,747338.0,6442667.0,6333252.0,57383.0,1610475.0,1925080.0,8281937.0,525077.0,3275166.0,354019.0,267253.0,96199.0,245966.0,0.0,28275701.0,1398517.0,144167.0,3304130.0,1185367.0,1521350.0,3253808.0,780164.0,9630334.0,1184371.0,541755.0,635133.0,6258432.0,1601187.0,21065.0
2017-01-13,0.0,10523032.0,27002.0,327353.0,917654.0,679698.0,21198.0,224497.0,558697.0,779180.0,191839.0,528354.0,121023.0,49786.0,8620.0,160161.0,0.0,1982643.0,290343.0,71106.0,343421.0,271189.0,536980.0,313425.0,339696.0,345833.0,1022338.0,116871.0,294125.0,1438670.0,621978.0,698601.0,0.0,81779513.0,52880.0,709838.0,6074234.0,6290408.0,60836.0,1474765.0,1940920.0,7996491.0,521912.0,3282758.0,328437.0,228284.0,99420.0,307886.0,0.0,28820937.0,1204307.0,119225.0,3167838.0,1271143.0,1354057.0,3082818.0,751076.0,9999780.0,1459309.0,558481.0,621473.0,6486830.0,1427705.0,18876.0
2017-01-20,0.0,11931878.0,30118.0,351514.0,908995.0,743403.0,27244.0,380811.0,630061.0,866471.0,227142.0,642961.0,138667.0,58018.0,10286.0,156062.0,0.0,2112721.0,366169.0,78556.0,458311.0,312033.0,563312.0,323342.0,373338.0,416083.0,1269079.0,173398.0,313783.0,1679580.0,714985.0,821340.0,0.0,88157636.0,65016.0,768951.0,6846020.0,6496447.0,75476.0,1738467.0,2069965.0,8903741.0,599151.0,4596341.0,388770.0,274413.0,121382.0,249947.0,0.0,28432546.0,1461050.0,127947.0,3471212.0,1573391.0,1446617.0,3123614.0,836642.0,10983952.0,1899598.0,777283.0,829697.0,7589229.0,1813132.0,23877.0
2017-01-27,0.0,12505915.0,26947.0,359245.0,970647.0,749472.0,23556.0,372544.0,653320.0,877967.0,225094.0,618990.0,160896.0,57902.0,10419.0,152406.0,0.0,2091113.0,380487.0,78781.0,404432.0,302022.0,561644.0,307438.0,370610.0,420729.0,1900892.0,144227.0,284135.0,1889835.0,707218.0,1107142.0,0.0,85755806.0,64510.0,784892.0,7206654.0,6453513.0,62547.0,1655749.0,2026179.0,8952292.0,549462.0,3778765.0,389537.0,251185.0,115171.0,240136.0,0.0,27174788.0,1492521.0,123404.0,3292869.0,1558592.0,1389451.0,3001983.0,861423.0,10436368.0,2567776.0,648348.0,677691.0,7426725.0,1658087.0,68943.0
2017-02-03,0.0,12696296.0,26351.0,382404.0,1001332.0,730877.0,26088.0,400992.0,630520.0,862140.0,226102.0,637826.0,170009.0,70070.0,10524.0,153660.0,0.0,2075442.0,393165.0,79358.0,395846.0,321110.0,628192.0,292085.0,390303.0,438474.0,1898577.0,137929.0,316920.0,2236210.0,799865.0,837028.0,0.0,84573155.0,66693.0,769045.0,7181442.0,6219769.0,62136.0,1491383.0,1953762.0,8731317.0,539007.0,3733120.0,396336.0,339473.0,108874.0,233243.0,0.0,26416190.0,1484599.0,121802.0,3205879.0,1499267.0,1489929.0,2863443.0,842051.0,10070626.0,3486068.0,604772.0,662929.0,8275610.0,1748021.0,92983.0
2017-02-10,0.0,11501278.0,29006.0,348849.0,988088.0,753429.0,25086.0,349517.0,649185.0,806632.0,230919.0,615905.0,157472.0,60260.0,11188.0,185071.0,0.0,2142739.0,374855.0,81038.0,404482.0,322653.0,552527.0,343179.0,395542.0,426162.0,817018.0,119900.0,310576.0,1520264.0,666536.0,594124.0,0.0,84051817.0,60657.0,753763.0,7038847.0,6397359.0,74794.0,1614207.0,2094678.0,8243642.0,587005.0,3770809.0,385184.0,264411.0,116260.0,332796.0,0.0,27750725.0,1499390.0,128679.0,3466181.0,1409700.0,1387274.0,3406376.0,872466.0,10240680.0,898193.0,572073.0,685668.0,6846183.0,1536938.0,44975.0
2017-02-17,0.0,12265998.0,25589.0,357698.0,1007188.0,771488.0,26350.0,332970.0,718654.0,854468.0,242137.0,691592.0,155684.0,64154.0,11524.0,279616.0,0.0,2179732.0,405715.0,79293.0,457554.0,291614.0,550850.0,328325.0,401311.0,450679.0,1099023.0,152904.0,329886.0,1539309.0,689372.0,875481.0,0.0,89536076.0,62611.0,740294.0,7199073.0,6551356.0,82092.0,1876944.0,2361733.0,8781276.0,637877.0,4862868.0,414221.0,285844.0,127656.0,498751.0,0.0,28884634.0,1582689.0,132866.0,3689941.0,1380378.0,1405800.0,3252446.0,914302.0,11388602.0,872241.0,709767.0,839814.0,7455932.0,1587784.0,47374.0
2017-02-24,0.0,11508228.0,25634.0,352179.0,963396.0,760307.0,25212.0,312922.0,648915.0,803087.0,222840.0,632467.0,152488.0,60536.0,11314.0,159749.0,0.0,2117208.0,413446.0,81647.0,429252.0,272011.0,546519.0,299160.0,394599.0,451133.0,968092.0,114420.0,289695.0,1519096.0,659049.0,721285.0,0.0,87266121.0,61793.0,774704.0,7053427.0,6855344.0,60965.0,1859328.0,2086670.0,7982376.0,565373.0,4230009.0,416274.0,295252.0,133412.0,254275.0,0.0,28484968.0,1546692.0,135155.0,3405239.0,1273452.0,1406502.0,3021550.0,927016.0,12151437.0,987030.0,536662.0,761216.0,6815975.0,1541944.0,46200.0
2017-03-03,0.0,13714017.0,28882.0,448162.0,1095735.0,824467.0,30458.0,391385.0,734949.0,887394.0,246054.0,729788.0,170676.0,72585.0,12305.0,165639.0,0.0,2351510.0,487101.0,101511.0,450993.0,317935.0,720485.0,316102.0,514064.0,492576.0,1532852.0,212661.0,377748.0,1949084.0,894844.0,1177453.0,0.0,92875456.0,64250.0,827538.0,7513971.0,7078822.0,83200.0,1867498.0,2180567.0,8511843.0,618981.0,4240490.0,454624.0,385513.0,140011.0,252060.0,0.0,30448393.0,1687982.0,145478.0,3737151.0,1364238.0,1697584.0,3052412.0,1015782.0,12754429.0,1061680.0,942868.0,748091.0,7200484.0,2030398.0,56400.0
2017-03-10,0.0,12589610.0,30653.0,389035.0,1066949.0,799224.0,28176.0,324282.0,657837.0,927806.0,258181.0,676442.0,169844.0,56240.0,12316.0,200522.0,0.0,2258260.0,453235.0,96773.0,475264.0,329722.0,600155.0,365294.0,475688.0,487169.0,941202.0,124997.0,384344.0,1687232.0,754450.0,692815.0,0.0,93305382.0,66831.0,836536.0,7455983.0,7162431.0,76424.0,1803021.0,2124550.0,9077404.0,608741.0,4190002.0,441096.0,293065.0,141571.0,359367.0,0.0,29988710.0,1679377.0,144396.0,4216896.0,1399953.0,1477849.0,3590137.0,1014165.0,12785865.0,996181.0,580096.0,794735.0,7046157.0,1615985.0,46641.0
2017-03-17,0.0,12803828.0,29459.0,394752.0,1041903.0,793826.0,27340.0,352412.0,796707.0,898586.0,262999.0,700313.0,171443.0,53542.0,11964.0,189625.0,0.0,2364527.0,473454.0,92584.0,463673.0,294342.0,628758.0,353617.0,470991.0,479627.0,924654.0,161680.0,371050.0,1702829.0,758922.0,674194.0,0.0,95936734.0,66388.0,815194.0,7484032.0,7387370.0,82485.0,1920131.0,2395490.0,8635744.0,609131.0,4810958.0,447701.0,286485.0,142688.0,323151.0,0.0,31687980.0,1667202.0,146710.0,3600750.0,1422416.0,1583446.0,3578520.0,1028893.0,13116094.0,1046183.0,739321.0,912271.0,7738916.0,1679808.0,46916.0
2017-03-24,0.0,12291507.0,27182.0,387733.0,1014560.0,758949.0,25583.0,356274.0,704577.0,906205.0,253801.0,614706.0,159540.0,49891.0,12406.0,173317.0,0.0,2229645.0,490051.0,96840.0,450930.0,286740.0,560976.0,325934.0,451497.0,480953.0,1010972.0,140447.0,321798.0,1642463.0,707169.0,704562.0,0.0,93139310.0,63871.0,860246.0,7456818.0,7281722.0,61992.0,1865293.0,2183521.0,8565806.0,593370.0,4020725.0,434621.0,282275.0,139615.0,275697.0,0.0,30443522.0,1674887.0,148170.0,3631722.0,1353053.0,1454308.0,3320208.0,1040533.0,13195415.0,1357394.0,614871.0,819655.0,7062344.0,1637692.0,46819.0
2017-03-31,0.0,13398228.0,29401.0,476498.0,1082556.0,765382.0,26116.0,497337.0,708421.0,899848.0,259613.0,649588.0,170610.0,62006.0,11038.0,163573.0,0.0,2327116.0,552066.0,104465.0,432928.0,322505.0,611186.0,266590.0,508899.0,473731.0,1519224.0,156297.0,321234.0,2036735.0,761590.0,997198.0,0.0,90471598.0,65784.0,892076.0,7493944.0,7202608.0,68933.0,1749111.0,2038141.0,8181125.0,603512.0,3652322.0,441612.0,332374.0,124696.0,253683.0,0.0,30087782.0,1682803.0,149026.0,3480819.0,1340663.0,1477068.0,2604779.0,1060289.0,12818228.0,1304358.0,661622.0,704240.0,6930540.0,1561545.0,52121.0
2017-04-07,0.0,12526118.0,30431.0,426486.0,1110362.0,770368.0,28289.0,331194.0,633994.0,948407.0,274193.0,632771.0,178375.0,54236.0,11815.0,184343.0,0.0,2273928.0,471892.0,93247.0,420211.0,339061.0,645086.0,340232.0,496489.0,490628.0,861824.0,120519.0,357737.0,1772245.0,765593.0,632934.0,0.0,91315448.0,70403.0,928104.0,7543899.0,7133559.0,72712.0,1691528.0,2021409.0,8756069.0,615774.0,3802472.0,446290.0,295918.0,126943.0,303190.0,0.0,30071185.0,1576141.0,145403.0,3512446.0,1483470.0,1535072.0,3415052.0,1075826.0,12459571.0,922620.0,553840.0,756552.0,7012686.0,1611480.0,47087.0
2017-04-14,0.0,12554052.0,31326.0,429707.0,1057123.0,800212.0,23808.0,334843.0,668751.0,993729.0,261700.0,630188.0,180270.0,52597.0,12768.0,217882.0,0.0,2315169.0,482777.0,96946.0,436805.0,321733.0,579916.0,306889.0,492505.0,506663.0,874238.0,120231.0,325276.0,1662368.0,676096.0,642437.0,0.0,95786140.0,75564.0,946301.0,7570499.0,7601773.0,68909.0,1789509.0,2284722.0,9455741.0,582210.0,4082047.0,468862.0,282070.0,143846.0,426440.0,0.0,31239084.0,1672080.0,153841.0,3755003.0,1711134.0,1460961.0,3103737.0,1116791.0,13477256.0,1008183.0,559368.0,750209.0,7303635.0,1436547.0,48894.0
2017-04-21,0.0,12898357.0,32941.0,445146.0,1069455.0,808962.0,25897.0,364844.0,663062.0,1021491.0,265479.0,684810.0,160448.0,49382.0,11297.0,195299.0,0.0,2394657.0,495523.0,102896.0,504050.0,323160.0,581108.0,310628.0,487616.0,492027.0,879892.0,177714.0,350573.0,1717164.0,734777.0,648895.0,0.0,96325235.0,77949.0,948167.0,7670243.0,7491755.0,71542.0,1674498.0,2190208.0,9776173.0,616652.0,4891178.0,426513.0,284446.0,122304.0,314729.0,0.0,31195533.0,1679984.0,153349.0,3764392.0,1605573.0,1490066.0,3169982.0,1113957.0,12795002.0,1068618.0,770147.0,962275.0,7254429.0,1791337.0,1102716.0
